"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 11:42:35 GMT 2024","Sun Jan 21 11:42:39 GMT 2024","4021","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","testCreateNewPet","Add a new pet to the store via API",""
