"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 09:19:26 GMT 2024","Sun Jan 21 09:19:30 GMT 2024","4387","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","testCreateNewPetWithAPI","Add a new pet to the store via API",""
