"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 09:18:16 GMT 2024","Sun Jan 21 09:18:21 GMT 2024","4260","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","testCreateNewPetWithAPI","Add a new pet to the store via API",""
