"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 21 09:06:02 GMT 2024","Sun Jan 21 09:06:06 GMT 2024","3458","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","testCreateNewPetWithAPI","Add a new pet to the store via API",""
