"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 14:56:03 GMT 2024","Sun Apr 28 14:56:06 GMT 2024","3365","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","testCreateNewPet","Add a new pet to the store via API",""
