"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Jan 20 14:47:45 GMT 2024","Sat Jan 20 14:47:48 GMT 2024","2162","","io.swagger.petstore.api.pet.PetTest","","io.swagger.petstore.api.pet.PetTest","createPet","Add a new pet to the store via API",""
